0.781
75.14	75.23	in	0.74
75.23	75.37	my	0.80
75.37	75.87	head	1.00
76.07	76.55	and	1.00
76.55	77.05	alive	1.00
77.14	77.38	of	0.85
77.38	77.88	michigan	0.70
77.93	78.09	thing	1.00
78.96	79.30	nine	0.85
79.30	79.60	and	1.00
79.60	79.75	the	0.85
79.75	80.20	guy	0.61
80.20	80.43	thing	0.80
80.43	80.57	in	0.70
81.50	81.64	in	0.80
81.64	81.97	hacked	0.61
82.51	83.01	london	0.61
83.36	83.71	and	0.85
83.71	83.98	unit	0.80
83.98	84.17	thing	1.00
84.17	84.44	and	0.61
84.44	84.55	my	1.00
84.55	84.73	little	1.00
84.73	85.02	baby	1.00
85.02	85.52	boy	1.00
86.34	86.84	momoa	0.80
87.91	88.41	composer	1.00
88.58	89.08	andrew	1.00
89.17	89.54	lloyd	1.00
89.54	90.04	webber	1.00
90.08	90.40	dead	0.85
90.40	90.52	that	0.74
90.52	90.67	you	0.90
90.67	90.81	have	1.00
90.81	90.94	one	1.00
90.94	91.01	of	1.00
91.01	91.09	the	1.00
91.09	91.59	greatest	1.00
91.78	92.27	voices	1.00
92.27	92.47	of	1.00
92.47	92.92	your	0.70
92.92	93.42	generation	0.61
94.84	94.99	the	1.00
94.99	95.26	world	1.00
99.40	99.90	incredible	0.85
101.01	101.23	figure	0.74
101.23	101.67	black	0.61
101.67	102.17	moi	0.70
106.01	106.16	the	0.61
106.16	106.66	at	0.61
106.67	106.76	the	0.90
106.76	106.98	night	0.80
107.32	107.80	that	0.80
107.80	107.86	the	0.61
107.86	108.08	fact	0.61
108.22	108.42	get	0.70
108.42	108.83	become	0.74
108.83	109.29	heron	0.70
109.29	109.47	and	1.00
109.47	109.83	perform	0.74
109.83	110.33	momoa	0.61
112.21	112.68	expected	1.00
112.68	112.85	mean	0.90
112.85	112.94	to	0.85
112.94	113.44	you	0.61
113.94	114.32	they	0.80
114.32	114.41	yeah	0.80
114.41	114.69	they	0.90
114.69	114.88	act	1.00
114.88	115.01	that	0.61
115.14	115.38	kind	1.00
116.01	116.11	all	1.00
116.11	116.61	began	0.80
117.04	117.27	and	0.61
117.27	117.77	ultimately	0.61
117.87	118.10	the	0.80
118.10	118.26	other	1.00
118.26	118.48	day	1.00
118.48	118.88	content	1.00
118.88	119.38	when	0.90
119.77	120.05	you	1.00
120.05	120.31	cheat	0.80
120.31	120.63	that	0.90
120.63	121.03	blowing	0.70
121.03	121.44	up	1.00
121.44	121.49	the	0.90
122.55	122.75	get	0.61
123.41	123.53	on	1.00
123.98	124.48	which	0.70
124.58	124.73	took	0.70
124.73	125.16	care	0.61
125.68	125.90	whole	1.00
125.90	126.09	new	0.85
126.09	126.17	that	0.70
126.17	126.44	but	0.61
126.44	126.67	within	0.61
126.67	126.87	just	0.80
126.87	127.01	in	0.85
127.01	127.08	the	0.85
127.08	127.50	uk	1.00
127.50	127.91	anymore	1.00
127.91	128.20	with	1.00
128.20	128.70	worldwide	0.90
129.10	129.60	though	0.61
129.67	129.86	it	1.00
129.86	130.20	was	0.90
130.20	130.43	all	0.74
130.43	130.83	around	1.00
130.83	131.07	that	1.00
131.07	131.46	time	1.00
131.46	131.68	and	0.70
131.68	131.87	gave	0.61
131.87	131.97	me	0.61
131.97	132.00	a	0.61
132.00	132.50	huge	1.00
132.70	133.20	platform	1.00
133.45	133.62	now	1.00
133.62	133.77	I	1.00
133.77	134.12	heard	1.00
134.12	134.29	that	1.00
134.29	134.79	everybody	1.00
134.84	135.02	on	0.90
135.02	135.08	stage	0.90
135.08	135.47	has	0.61
135.47	135.65	to	1.00
135.65	135.79	do	1.00
135.79	135.99	their	1.00
135.99	136.18	own	1.00
136.18	136.68	make-up	1.00
136.84	137.14	yet	0.80
137.14	137.46	because	1.00
137.46	137.52	there's	1.00
137.52	137.76	so	1.00
137.76	138.00	many	1.00
138.00	138.23	so	1.00
138.23	138.53	you	1.00
138.53	138.68	get	1.00
138.68	138.76	a	1.00
138.76	139.01	let	0.74
139.01	139.10	them	0.70
139.24	139.74	how-to-do-it	1.00
139.82	140.01	and	0.61
140.01	140.11	you	1.00
140.11	140.27	have	1.00
140.27	140.41	to	1.00
140.41	140.91	do-it-yourself	1.00
141.05	141.26	yet	0.61
143.22	143.52	help	0.74
143.52	143.87	the	1.00
143.87	144.03	to	1.00
144.03	144.25	do	1.00
144.25	144.53	and	1.00
145.09	145.48	night	0.61
145.48	145.56	we	1.00
145.56	145.75	have	1.00
145.75	145.86	to	1.00
145.86	146.36	trumbull	0.74
146.40	146.61	knocked	0.90
146.61	146.85	off	0.70
146.85	147.07	into	0.70
147.07	147.14	the	0.70
147.14	147.39	cat	0.61
147.39	147.65	will	0.61
147.65	147.99	about	0.90
147.99	148.28	getting	0.85
148.28	148.43	into	1.00
148.43	148.61	the	1.00
148.61	149.11	character	1.00
149.15	149.23	in	0.61
149.23	149.35	the	1.00
149.67	149.83	that	1.00
149.83	150.33	the	1.00
150.40	150.62	get	1.00
150.62	151.12	trampling	0.80
151.22	151.40	from	1.00
151.40	151.47	the	1.00
151.47	151.97	human	1.00
152.58	152.69	and	0.70
152.69	152.80	that	0.61
152.95	153.19	been	0.70
153.19	153.24	a	1.00
153.24	153.54	couple	1.00
153.54	153.97	days	0.61
153.97	154.43	pretending	1.00
154.43	154.56	to	0.90
154.56	154.74	be	0.80
154.74	154.80	a	0.74
154.80	155.09	cat	0.90
155.09	155.34	what	0.85
155.86	156.11	out	0.80
156.24	156.50	I	1.00
156.50	156.80	mean	0.70
156.80	157.17	when	0.61
157.17	157.34	we	0.90
157.34	157.66	fat	0.70
157.66	158.03	gaa	0.70
159.04	159.37	never	0.80
159.37	159.74	ran	0.61
159.74	159.86	for	1.00
159.86	160.26	the	1.00
160.26	160.68	beagle	0.80
160.68	160.86	you've	1.00
160.86	161.10	never	1.00
161.10	161.30	met	1.00
161.30	161.72	before	1.00
161.72	162.02	and	1.00
162.02	162.13	the	1.00
162.13	162.63	directive	0.74
162.91	163.20	heck	0.61
163.20	163.46	looked	0.74
163.46	163.65	looking	0.90
163.65	163.89	at	1.00
163.89	164.09	like	1.00
164.09	164.30	cut	0.61
164.30	164.52	the	0.80
164.52	165.02	day	1.00
165.07	165.18	and	1.00
165.18	165.32	we	0.90
165.32	165.42	would	0.70
165.42	165.59	just	0.85
165.59	165.84	like	1.00
165.84	166.19	cooling	0.80
167.41	167.56	like	0.90
169.20	169.26	the	0.90
170.26	170.46	like	0.90
171.85	172.03	a	0.61
172.03	172.53	ball-like	0.85
174.82	174.99	it	0.61
174.99	175.35	yet	1.00
175.55	175.73	we	0.85
177.85	178.05	got	1.00
178.05	178.40	nature	0.70
178.40	178.63	the	0.70
178.63	178.80	real	1.00
178.80	179.13	quick	1.00
179.13	179.47	that	0.70
180.77	181.09	even	1.00
181.09	181.29	like	1.00
181.29	181.79	cap	0.90
181.97	182.16	I	0.80
182.16	182.60	day	0.70
182.60	183.10	add-on	0.90
183.24	183.74	actually	0.80
183.82	184.20	and	0.85
184.20	184.36	have	0.80
184.36	184.47	an	0.90
184.47	184.77	animal	1.00
184.77	185.27	sanctuary	1.00
185.33	185.47	in	1.00
185.47	185.55	the	1.00
185.55	186.05	uk	1.00
186.42	186.66	and	0.61
186.66	186.81	we	1.00
186.81	186.97	have	0.90
186.97	187.28	lots	0.74
187.28	187.35	of	0.74
187.35	187.73	cats	0.61
188.40	188.56	the	1.00
188.56	188.84	animal	1.00
188.84	189.33	sanctuary	1.00
190.45	190.65	you	0.70
190.65	191.15	musical	0.85
191.37	191.68	great	1.00
192.15	192.58	ignoring	0.85
192.58	192.78	our	0.80
192.78	193.10	singing	0.61
193.10	193.46	bleeding	1.00
193.46	193.66	love	1.00
193.66	193.95	because	1.00
193.95	194.41	we	1.00
194.41	194.67	both	0.74
194.75	195.07	really	0.70
195.07	195.38	really	1.00
195.38	195.59	like	1.00
195.59	195.72	your	0.90
195.72	196.22	music	1.00
196.52	196.71	and	1.00
196.71	196.90	that	1.00
197.33	197.58	all	1.00
197.58	197.78	get	1.00
197.78	197.93	better	0.80
197.93	198.36	we'll	0.61
198.36	198.63	all	1.00
198.63	198.81	be	1.00
198.81	199.08	better	1.00
199.08	199.20	in	1.00
199.20	199.51	time	0.74
199.98	200.38	people	1.00
200.38	200.71	play	0.85
200.71	200.93	I've	1.00
200.93	201.10	heard	1.00
201.10	201.35	people	1.00
201.35	201.41	say	0.80
201.41	201.76	many	0.90
201.76	201.94	done	1.00
202.08	202.26	that	0.61
202.26	202.59	actually	0.70
202.88	203.10	them	1.00
203.10	203.48	allergic	0.85
203.48	203.69	to	1.00
203.69	203.90	that	1.00
204.61	204.83	I'm	0.90
204.83	205.02	not	0.80
205.30	205.53	that	1.00
205.53	205.83	too	1.00
205.83	206.19	yeah	0.70
206.19	206.31	I	0.80
206.31	206.59	have	1.00
206.59	206.63	a	1.00
206.63	207.06	lot	1.00
207.06	207.36	of	1.00
207.36	207.69	them	1.00
207.69	208.19	reaction	1.00
209.57	210.07	particular	0.61
210.36	210.86	and	0.74
211.08	211.37	it	0.61
211.37	211.87	co-chair	0.85
212.15	212.33	it	0.90
212.33	212.53	that	0.74
212.53	213.03	poignant	1.00
213.13	213.24	it	0.70
213.24	213.63	will	1.00
213.63	213.84	get	1.00
213.84	214.10	better	1.00
214.10	214.24	in	1.00
214.24	214.58	time	1.00
214.67	214.86	the	0.90
216.01	216.21	you	0.61
216.21	216.43	do	0.80
216.86	217.30	and	1.00
217.30	217.44	you	1.00
217.44	217.60	can	1.00
217.60	217.88	apply	0.74
217.88	218.08	it	0.74
218.61	219.11	relationship	0.61
219.31	219.40	you	0.90
219.40	219.90	can	0.85
219.95	220.43	applied	0.61
220.43	220.54	to	0.61
220.54	220.61	a	0.90
220.61	221.04	traumatic	0.61
221.59	221.87	and	0.70
221.87	222.06	in	0.80
222.06	222.21	your	1.00
222.21	222.49	life	1.00
222.49	222.77	your	0.80
222.77	223.27	job	0.90
223.32	223.82	as	0.74
226.07	226.26	the	0.74
226.26	226.71	and	0.61
227.08	227.23	in	1.00
227.23	227.70	london	1.00
227.70	228.00	and	0.70
228.00	228.50	convicted	0.61
229.75	230.14	I'll	1.00
230.14	230.64	and	0.70
230.78	231.28	yet	0.85
231.33	231.52	but	1.00
231.52	231.72	then	0.70
231.72	231.84	you	1.00
231.84	232.17	come	1.00
232.69	232.83	the	0.61
232.83	232.96	new	0.85
232.96	233.25	york	0.61
233.25	233.32	to	0.70
233.32	233.47	do	1.00
234.19	234.69	new	0.70
234.92	235.18	here	0.90
235.18	235.66	and	1.00
235.66	236.16	it	1.00
236.76	237.21	quite	0.90
237.44	237.94	london	0.90
237.96	238.46	actually	1.00
238.57	238.81	you	1.00
238.81	239.05	know	1.00
239.60	240.10	the	0.74
240.92	241.23	people	1.00
241.23	241.50	using	0.61
241.50	241.58	the	0.85
241.58	242.08	subway	0.90
242.27	242.76	and	0.80
242.76	242.94	getting	0.90
242.94	243.02	on	1.00
243.02	243.11	the	1.00
243.11	243.43	bopped	0.61
243.43	243.60	it	0.70
243.60	244.01	but	0.74
244.23	244.68	very	0.90
244.68	244.82	it's	0.85
244.82	245.02	got	0.61
245.02	245.30	very	0.80
245.30	245.51	london	0.85
245.51	245.86	by	0.85
245.86	245.96	the	1.00
245.96	246.46	ballad	0.90
248.90	249.36	climbing	0.74
249.68	249.84	get	1.00
249.84	250.24	along	1.00
250.24	250.47	now	1.00
250.47	250.61	you	1.00
250.61	250.74	know	1.00
250.74	250.86	they	0.74
250.86	251.03	were	0.74
251.03	251.48	report	0.74
251.48	251.59	that	0.70
251.92	252.11	had	1.00
252.11	252.17	a	1.00
252.17	252.54	little	1.00
252.54	253.04	crippled	0.61
253.29	253.57	yet	0.74
253.57	253.91	what	0.61
253.91	254.41	relationship	1.00
254.65	254.94	like	1.00
254.94	255.44	my	0.61
255.83	256.11	son	0.61
256.11	256.61	interrogated	0.74
256.99	257.35	always	0.70
257.35	257.63	been	0.90
257.63	257.85	good	1.00
257.85	258.35	he	1.00
259.07	259.34	during	1.00
259.34	259.45	the	1.00
259.45	259.69	x	0.90
259.69	260.19	factor	0.70
260.95	261.45	and	0.70
261.72	262.09	what	0.61
262.09	262.21	to	0.70
262.21	262.48	him	0.61
262.48	262.76	the	1.00
262.76	263.08	seven	0.80
263.08	263.56	years	0.74
263.56	264.06	that	1.00
264.29	264.36	I	0.85
264.36	264.86	decided	0.85
264.97	265.12	to	0.61
266.19	266.69	labeled	0.61
266.80	267.30	that	0.80
267.35	267.59	I	1.00
267.59	267.83	think	1.00
267.83	267.93	that	1.00
268.65	269.13	decided	0.70
269.13	269.22	to	1.00
269.22	269.35	do	1.00
269.35	269.53	that	1.00
269.53	269.83	people	1.00
269.83	270.02	like	1.00
270.60	270.94	happened	0.70
270.94	271.43	but	1.00
271.43	271.83	it	0.80
273.14	273.56	good	1.00
273.71	274.05	memory	1.00
274.05	274.20	your	1.00
274.20	274.52	favorite	1.00
275.16	275.40	cat	0.80
276.07	276.19	I	0.61
276.19	276.69	want	0.61
276.79	277.14	them	1.00
277.14	277.29	I	1.00
277.29	277.65	love	0.61
277.65	278.14	and	0.61
278.14	278.64	gus	0.61
278.79	279.16	the	0.61
279.16	279.53	theatre	1.00
279.53	279.78	cat	1.00
279.78	280.15	and	0.90
281.62	281.95	ready	0.61
281.95	282.19	great	1.00
282.19	282.69	number	1.00
283.12	283.62	memory	1.00
288.83	288.99	and	1.00
288.99	289.38	captive	0.90
289.38	289.60	playing	0.74
289.60	289.82	now	0.74
289.82	289.96	on	0.90
289.96	290.38	broadway	1.00
290.38	290.50	you're	0.85
290.50	290.88	watching	1.00
292.11	292.32	like	1.00
292.32	292.50	that	1.00
